"Dissemination Area (DA)","Province","DA Population","Residential instability Quintiles","Residential instability Scores","Ethno-cultural composition Quintiles","Ethno-cultural composition Scores","Economic dependency Quintiles","Economic dependency Scores","Situational vulnerability Quintiles","Situational vulnerability Scores"
13070044,New Brunswick,810,5,1.953,3,-0.272,5,1.586,1,-0.746
13070045,New Brunswick,1120,5,1.615,2,-0.709,5,2.054,2,-0.552
13070046,New Brunswick,450,5,1.45,3,-0.367,3,-0.255,3,-0.136
13070047,New Brunswick,505,4,0.276,2,-0.682,2,-0.431,4,0.122
13070048,New Brunswick,550,4,0.689,5,1.179,2,-0.354,5,0.509
13070049,New Brunswick,575,2,-0.627,1,-0.906,1,-1.537,3,-0.311
13070050,New Brunswick,335,4,0.452,2,-0.777,4,0.302,4,0.15
13070051,New Brunswick,780,3,-0.478,1,-0.857,2,-0.573,2,-0.426
13070052,New Brunswick,460,3,-0.388,1,-0.905,3,-0.229,3,-0.105
13070053,New Brunswick,405,5,0.965,4,0.748,3,-0.106,4,0.331
13070054,New Brunswick,455,5,1.183,2,-0.731,1,-1.152,4,0.274
13070055,New Brunswick,555,5,1.697,3,-0.146,2,-0.57,5,0.654
13070056,New Brunswick,380,5,1.619,3,-0.324,4,0.304,4,0.255
13070057,New Brunswick,710,5,2.64,4,0.296,1,-1.328,5,0.972
13070058,New Brunswick,395,5,1.727,2,-0.753,5,0.793,3,-0.061
13070059,New Brunswick,1335,5,1.974,2,-0.625,5,1.583,4,0.116
13070060,New Brunswick,330,5,1.694,4,0.179,1,-1.224,4,0.054
13070061,New Brunswick,295,3,-0.135,3,-0.397,3,-0.216,3,-0.164
13070062,New Brunswick,385,3,-0.445,2,-0.721,4,0.446,3,-0.285
13070063,New Brunswick,655,3,-0.433,2,-0.706,2,-0.385,3,-0.167
13070064,New Brunswick,435,1,-0.87,1,-0.994,2,-0.488,2,-0.479
13070065,New Brunswick,600,4,0.434,2,-0.597,3,-0.202,3,-0.053
13070066,New Brunswick,1960,5,1.9,4,0.436,2,-0.381,4,0.162
13070067,New Brunswick,725,5,1.824,3,-0.475,1,-0.871,3,-0.182
13070068,New Brunswick,555,2,-0.596,1,-0.851,2,-0.453,2,-0.473
13070069,New Brunswick,380,4,0.8,2,-0.556,1,-1.184,4,0.075
13070070,New Brunswick,470,5,1.585,3,-0.216,1,-0.996,2,-0.372
13070071,New Brunswick,425,5,1.863,3,-0.46,1,-1.043,4,0.296
13070072,New Brunswick,600,5,1.616,2,-0.716,4,0.527,5,0.636
13070073,New Brunswick,475,5,1.188,3,-0.494,2,-0.504,5,0.536
13070074,New Brunswick,420,4,0.322,2,-0.633,1,-0.911,4,0.072
13070075,New Brunswick,445,4,0.193,2,-0.744,3,0.02,4,-0.003
13070076,New Brunswick,785,5,1.903,4,0.093,1,-1.51,5,0.751
13070077,New Brunswick,490,5,1.682,4,0.012,2,-0.531,5,0.931
13070078,New Brunswick,525,4,-0.029,2,-0.705,1,-1.198,4,0.216
13070079,New Brunswick,530,5,1.476,2,-0.605,4,0.313,4,0.1
13070080,New Brunswick,635,4,0.601,4,0.028,1,-1.04,5,0.694
13070081,New Brunswick,475,5,1.436,4,0.553,3,-0.074,5,1.029
13070082,New Brunswick,355,5,1.541,2,-0.672,1,-0.892,5,0.535
13070083,New Brunswick,355,5,1.685,4,0.016,3,-0.179,5,0.726
13070084,New Brunswick,460,5,1.279,4,-0.054,3,0.066,5,0.661
13070085,New Brunswick,450,4,0.315,4,-0.053,1,-0.955,4,0.351
13070088,New Brunswick,385,4,0.007,2,-0.541,4,0.448,5,0.506
13070089,New Brunswick,435,3,-0.142,2,-0.737,4,0.362,4,0.139
13070090,New Brunswick,460,1,-1.119,2,-0.602,2,-0.661,2,-0.607
13070092,New Brunswick,495,4,0.719,4,0.3,1,-0.851,4,0.188
13070093,New Brunswick,345,4,0.591,2,-0.647,4,0.623,5,0.584
13070094,New Brunswick,485,5,1.442,3,-0.49,4,0.665,4,0.047
13070095,New Brunswick,545,5,1.045,5,1.249,4,0.654,5,2.422
13070096,New Brunswick,875,5,0.927,2,-0.63,5,2.503,2,-0.426
13070097,New Brunswick,500,3,-0.157,3,-0.48,3,-0.203,3,-0.046
13070098,New Brunswick,495,5,1.27,4,0.135,2,-0.493,4,0.282
13070099,New Brunswick,790,5,2.308,3,-0.443,5,1.752,2,-0.625
13070100,New Brunswick,1080,3,-0.25,2,-0.7,2,-0.507,2,-0.364
13070101,New Brunswick,325,1,-0.94,1,-0.971,3,-0.164,2,-0.426
13070102,New Brunswick,490,2,-0.81,1,-0.828,2,-0.537,1,-0.676
13070105,New Brunswick,365,2,-0.787,2,-0.649,3,-0.265,1,-0.707
13070106,New Brunswick,430,1,-0.834,1,-0.826,1,-1.048,3,-0.324
13070107,New Brunswick,400,1,-0.874,1,-0.949,2,-0.51,1,-0.791
13070109,New Brunswick,310,1,-0.998,1,-0.949,2,-0.478,1,-0.773
13070110,New Brunswick,690,1,-1.068,3,-0.336,1,-1.071,2,-0.586
13070111,New Brunswick,780,1,-1.065,2,-0.558,1,-1.217,1,-0.878
13070113,New Brunswick,2610,4,0.54,4,0.051,1,-0.778,3,-0.068
13070114,New Brunswick,490,1,-0.967,2,-0.57,2,-0.501,1,-1.369
13070115,New Brunswick,685,5,1.142,5,0.79,3,-0.043,3,-0.253
13070116,New Brunswick,735,5,1.172,3,-0.287,4,0.172,5,0.516
13070117,New Brunswick,590,5,1.981,2,-0.642,2,-0.477,4,0.272
13070118,New Brunswick,525,4,0.295,2,-0.652,2,-0.689,4,0.143
13070119,New Brunswick,290,5,3.018,1,-1.059,5,2.29,3,-0.179
13070120,New Brunswick,450,5,1.769,4,0.289,2,-0.684,4,0.407
13070121,New Brunswick,505,3,-0.207,1,-1.09,2,-0.478,1,-0.868
13070122,New Brunswick,425,5,2.9,2,-0.687,5,2.568,3,-0.106
13070123,New Brunswick,315,5,2.57,5,1.098,1,-1.255,3,-0.065
13070124,New Brunswick,620,5,2.53,3,-0.198,3,-0.052,5,0.876
13070125,New Brunswick,450,5,1.284,2,-0.593,2,-0.323,5,0.591
13070126,New Brunswick,465,5,1.285,1,-0.936,1,-1.297,3,-0.049
13070127,New Brunswick,375,5,2.344,3,-0.145,1,-1.078,5,0.507
13070128,New Brunswick,695,5,3.026,4,0.617,4,0.167,2,-0.334
13070129,New Brunswick,460,5,2.892,3,-0.106,2,-0.742,5,0.793
13070130,New Brunswick,465,5,2.2,5,0.931,3,0.097,4,0.378
13070131,New Brunswick,390,5,2.04,3,-0.341,4,0.18,4,0.292
13070132,New Brunswick,820,5,1.303,3,-0.24,1,-1.571,4,0.185
13070133,New Brunswick,410,5,2.215,3,-0.503,3,0.002,2,-0.581
13070134,New Brunswick,420,5,2.72,3,-0.141,5,1.518,2,-0.604
13070135,New Brunswick,365,5,2.246,4,-0.003,2,-0.503,3,-0.287
13070136,New Brunswick,415,5,1.434,3,-0.275,1,-1.312,2,-0.456
13070137,New Brunswick,580,5,1.121,4,-0.032,1,-1.074,3,-0.124
13070138,New Brunswick,435,3,-0.241,1,-0.841,2,-0.483,2,-0.377
13070139,New Brunswick,475,2,-0.615,3,-0.328,2,-0.346,1,-0.769
13070140,New Brunswick,595,3,-0.104,2,-0.753,2,-0.612,2,-0.44
13070141,New Brunswick,440,2,-0.559,1,-1.022,2,-0.721,2,-0.612
13070142,New Brunswick,450,3,-0.148,2,-0.65,4,0.447,1,-0.9
13070143,New Brunswick,505,5,2.479,1,-1.159,5,6.353,1,-2.049
13070146,New Brunswick,1000,3,-0.433,1,-0.827,4,0.513,3,-0.286
13070147,New Brunswick,300,3,-0.089,1,-0.798,5,0.715,5,1.393
13070175,New Brunswick,1450,3,-0.357,3,-0.407,2,-0.512,2,-0.406
13070176,New Brunswick,1135,4,0.275,2,-0.632,1,-1.543,2,-0.62
13070177,New Brunswick,295,1,-1.085,1,-1.037,1,-1.369,2,-0.629
13070180,New Brunswick,960,3,-0.105,3,-0.526,1,-1.037,2,-0.613
13070181,New Brunswick,3030,2,-0.664,3,-0.485,1,-1.815,1,-0.715
13070182,New Brunswick,4590,3,-0.179,2,-0.689,1,-0.902,1,-0.748
13070183,New Brunswick,295,4,0.492,1,-1.088,4,0.372,5,0.812
13070186,New Brunswick,2305,4,-0.012,2,-0.581,1,-1.682,2,-0.521
13070187,New Brunswick,755,4,0.103,3,-0.245,1,-0.961,3,-0.109
13070188,New Brunswick,1100,2,-0.577,3,-0.381,1,-1.147,2,-0.412
13070225,New Brunswick,895,5,1.248,4,0.279,2,-0.719,5,1.414
13070226,New Brunswick,950,3,-0.201,1,-0.916,2,-0.492,3,-0.039
13070227,New Brunswick,1310,4,0.608,3,-0.268,1,-0.847,3,-0.201
13070228,New Brunswick,340,1,-1.191,1,-0.831,1,-1.224,1,-1.045
13070229,New Brunswick,635,3,-0.172,2,-0.688,5,0.788,4,0.039
13070230,New Brunswick,520,4,0.49,4,0.123,2,-0.597,3,-0.113
13070231,New Brunswick,690,4,0.159,2,-0.589,3,0.007,2,-0.464
13070232,New Brunswick,530,2,-0.641,2,-0.637,4,0.351,3,-0.103
13070233,New Brunswick,630,1,-0.96,1,-1.015,3,-0.057,2,-0.634
13070234,New Brunswick,780,2,-0.735,2,-0.771,2,-0.674,2,-0.365
13070235,New Brunswick,1445,2,-0.667,1,-0.884,5,0.849,3,-0.263
13070236,New Brunswick,585,3,-0.306,3,-0.479,3,0.093,3,-0.077
13070238,New Brunswick,490,3,-0.243,3,-0.371,4,0.133,2,-0.362
13070239,New Brunswick,1020,4,0.557,2,-0.662,4,0.562,3,-0.171
13070240,New Brunswick,435,5,1.901,1,-0.976,5,3.277,4,0.302
13070241,New Brunswick,800,4,0.299,1,-0.914,5,1.074,2,-0.477
13070242,New Brunswick,720,4,0.67,2,-0.662,5,1.224,4,0.117
13070248,New Brunswick,620,2,-0.778,2,-0.737,2,-0.47,2,-0.498
13070249,New Brunswick,880,2,-0.515,1,-1.103,2,-0.478,2,-0.451
13070250,New Brunswick,785,1,-0.866,1,-0.888,3,-0.134,3,-0.023
13070251,New Brunswick,575,1,-0.882,1,-0.983,3,-0.115,3,-0.271
13070252,New Brunswick,1095,1,-0.956,1,-0.821,1,-1.373,2,-0.638
13070253,New Brunswick,655,2,-0.667,1,-0.993,2,-0.515,3,-0.049
13070254,New Brunswick,610,2,-0.573,1,-0.96,1,-1.247,3,-0.33
13070255,New Brunswick,595,1,-0.86,1,-0.939,2,-0.758,1,-0.793
13070256,New Brunswick,1885,2,-0.499,2,-0.66,4,0.252,1,-0.924
13070257,New Brunswick,695,1,-0.998,1,-1.079,1,-1.057,2,-0.576
13070258,New Brunswick,490,1,-0.895,1,-1.043,1,-1.04,3,-0.224
13070259,New Brunswick,670,2,-0.766,2,-0.734,2,-0.66,1,-0.767
13070260,New Brunswick,505,2,-0.61,1,-1.087,3,0.031,3,-0.297
13070261,New Brunswick,1230,1,-0.9,1,-0.874,2,-0.578,2,-0.41
13070262,New Brunswick,650,4,-0.024,2,-0.785,1,-0.818,5,0.511
13070263,New Brunswick,535,3,-0.036,2,-0.778,5,1.564,3,-0.097
13070264,New Brunswick,605,3,-0.174,1,-0.946,3,0.014,4,0.006
13070265,New Brunswick,535,4,0.029,2,-0.728,2,-0.723,4,0.336
13070266,New Brunswick,660,2,-0.549,1,-0.96,3,-0.075,5,0.539
13070267,New Brunswick,645,2,-0.584,1,-0.856,2,-0.748,4,0.098
13070268,New Brunswick,490,2,-0.501,2,-0.774,2,-0.362,4,0.286
13070269,New Brunswick,505,4,0.199,1,-0.963,5,0.903,3,-0.069
13070270,New Brunswick,470,3,-0.4,2,-0.781,5,0.814,4,0.325
13070271,New Brunswick,530,2,-0.696,2,-0.732,4,0.661,4,0.269
13070272,New Brunswick,675,2,-0.708,1,-0.802,5,0.721,4,0.104
13070273,New Brunswick,360,2,-0.527,1,-1.002,4,0.217,1,-0.731
13070274,New Brunswick,450,2,-0.512,2,-0.688,3,0.11,5,0.622
13070275,New Brunswick,480,2,-0.812,1,-0.904,3,-0.245,3,-0.143
13070276,New Brunswick,655,1,-0.87,2,-0.692,2,-0.559,3,-0.026
13070277,New Brunswick,1155,3,-0.313,1,-0.847,4,0.27,2,-0.463
13070278,New Brunswick,860,3,-0.18,1,-0.911,3,-0.053,4,0.262
13070279,New Brunswick,400,4,-0.001,1,-0.941,4,0.665,5,0.625
13070280,New Brunswick,560,3,-0.302,1,-0.912,5,0.712,4,0.096
13070281,New Brunswick,480,3,-0.049,2,-0.759,3,0.107,5,0.732
13070284,New Brunswick,170,1,-1.001,2,-0.557,5,1.288,4,0.388
13070285,New Brunswick,455,1,-0.949,1,-1.073,2,-0.545,2,-0.388
13070286,New Brunswick,540,2,-0.495,1,-0.99,2,-0.34,4,0.035
13070287,New Brunswick,705,3,-0.255,1,-0.988,2,-0.374,3,-0.069
13070288,New Brunswick,460,3,-0.053,2,-0.639,5,0.973,4,0.072
13070289,New Brunswick,460,4,0.099,1,-0.818,5,0.738,4,0.102
13070290,New Brunswick,290,3,-0.425,1,-1.011,4,0.321,4,0.355
13070293,New Brunswick,385,3,-0.339,1,-1.1,5,0.701,5,0.936
13070294,New Brunswick,450,2,-0.497,1,-1.127,3,0.043,4,0.143
13070295,New Brunswick,860,4,0.505,2,-0.641,2,-0.399,3,-0.257
13070296,New Brunswick,940,2,-0.641,1,-0.842,4,0.451,2,-0.616
13070297,New Brunswick,615,2,-0.765,1,-0.871,3,-0.258,4,0.124
13070298,New Brunswick,470,5,1.221,2,-0.772,4,0.471,2,-0.513
13070299,New Brunswick,655,3,-0.184,3,-0.527,4,0.525,3,-0.169
13070300,New Brunswick,805,4,0.358,1,-0.835,4,0.548,3,-0.333
13070301,New Brunswick,660,5,2.083,3,-0.31,4,0.289,4,0.321
13070302,New Brunswick,420,3,-0.288,1,-1,3,0.019,3,-0.23
13070303,New Brunswick,750,2,-0.522,2,-0.689,2,-0.387,4,-0.009
13070304,New Brunswick,490,3,-0.221,1,-0.991,4,0.233,4,0.368
13070305,New Brunswick,520,2,-0.712,1,-0.974,2,-0.311,4,0.001
13070306,New Brunswick,470,3,-0.407,1,-0.812,5,1.202,3,-0.134
13070307,New Brunswick,370,4,0.078,2,-0.654,5,1.51,5,1.89
13070308,New Brunswick,675,1,-0.93,1,-0.793,5,1.855,3,-0.196
13070309,New Brunswick,420,3,-0.093,1,-1.05,5,2.394,3,-0.264
13070310,New Brunswick,600,2,-0.55,2,-0.596,4,0.169,3,-0.224
13070311,New Brunswick,345,3,-0.427,2,-0.609,4,0.128,5,0.713
13070312,New Brunswick,595,3,-0.278,1,-0.847,5,0.838,5,0.543
13070313,New Brunswick,510,2,-0.489,2,-0.75,4,0.191,4,0.431
13070314,New Brunswick,610,1,-0.901,1,-0.8,2,-0.478,3,-0.087
13070315,New Brunswick,610,1,-0.852,1,-0.9,4,0.54,3,-0.15
13070316,New Brunswick,440,1,-1.05,1,-0.865,4,0.126,2,-0.425
13070317,New Brunswick,505,2,-0.792,1,-0.921,2,-0.56,2,-0.48
13070318,New Brunswick,640,2,-0.609,1,-0.912,1,-0.825,3,-0.24
13070319,New Brunswick,790,1,-1.052,1,-0.816,2,-0.552,3,-0.29
13070321,New Brunswick,450,3,-0.463,4,0.075,2,-0.472,2,-0.638
13070322,New Brunswick,2345,4,0.278,3,-0.269,1,-0.936,1,-0.774
13070323,New Brunswick,1690,3,-0.221,4,0.064,1,-2.067,1,-1.159
13070324,New Brunswick,870,1,-0.843,1,-0.825,1,-1.431,1,-0.764
13070325,New Brunswick,3220,3,-0.15,4,0.164,1,-1.866,2,-0.552
13070326,New Brunswick,1110,3,-0.122,4,0.177,1,-1.312,2,-0.377
13070327,New Brunswick,590,4,0.048,3,-0.275,1,-1.252,3,-0.169
13070328,New Brunswick,480,4,0.585,4,0.217,2,-0.562,4,0.342
13070329,New Brunswick,1195,5,1.011,4,0.058,1,-1.46,2,-0.399
13070330,New Brunswick,165,2,-0.682,1,-1.219,1,-1.527,1,-1.013
13070331,New Brunswick,950,3,-0.266,2,-0.756,5,0.786,1,-0.867
13070332,New Brunswick,765,1,-1.296,2,-0.782,1,-2.516,1,-0.801
13070333,New Brunswick,420,1,-0.986,2,-0.731,1,-1.929,2,-0.362
13070334,New Brunswick,900,1,-0.97,2,-0.666,1,-1.558,1,-0.78
13070335,New Brunswick,505,1,-1.144,2,-0.753,1,-1.404,1,-0.849
13070336,New Brunswick,335,1,-1.018,1,-1.027,2,-0.387,1,-0.798
13070340,New Brunswick,545,3,-0.305,1,-0.933,3,-0.053,4,0.358
13070342,New Brunswick,2715,4,-0.006,3,-0.432,2,-0.369,2,-0.429
13070344,New Brunswick,825,3,-0.13,1,-0.989,5,2.016,3,-0.155
13070347,New Brunswick,885,2,-0.661,1,-0.989,3,-0.031,2,-0.502
13070351,New Brunswick,815,4,0.657,2,-0.644,4,0.422,2,-0.436
13070352,New Brunswick,600,2,-0.579,1,-0.923,2,-0.575,3,-0.017
13070354,New Brunswick,940,2,-0.779,1,-0.958,1,-1.366,1,-0.899
13070355,New Brunswick,1035,4,0.142,3,-0.431,2,-0.595,2,-0.549
13070356,New Brunswick,390,3,-0.38,1,-0.94,4,0.674,5,0.663
13080067,New Brunswick,280,4,0.034,2,-0.699,5,1.929,5,1.321
13080068,New Brunswick,445,2,-0.592,1,-0.978,5,1.526,5,0.735
13080069,New Brunswick,455,2,-0.771,2,-0.753,4,0.531,5,0.885
13080070,New Brunswick,430,4,0.596,2,-0.693,5,2.307,5,0.8
13080071,New Brunswick,555,4,0.587,3,-0.456,5,1.157,5,1.425
13080072,New Brunswick,375,3,-0.311,1,-1.018,4,0.548,4,0.258
13080073,New Brunswick,665,2,-0.565,1,-0.884,5,0.698,4,0.163
13080074,New Brunswick,410,1,-0.882,1,-0.846,3,-0.268,5,1.026
13080075,New Brunswick,440,5,1.189,2,-0.692,5,2.359,5,1.217
13080076,New Brunswick,445,3,-0.037,2,-0.658,5,1.84,5,0.693
13080077,New Brunswick,450,4,0.092,3,-0.115,3,-0.112,5,0.891
13080078,New Brunswick,495,3,-0.198,2,-0.753,5,1.247,2,-0.481
13080079,New Brunswick,405,4,0.096,2,-0.608,2,-0.463,4,0.028
13080080,New Brunswick,625,2,-0.71,1,-0.925,2,-0.583,5,0.604
13080081,New Brunswick,845,4,-0.014,3,-0.184,4,0.411,5,5.987
13080082,New Brunswick,735,4,-0.016,3,-0.269,5,0.819,5,6.688
13080083,New Brunswick,485,3,-0.309,3,-0.278,5,0.961,5,6.288
13080086,New Brunswick,385,4,0.056,1,-0.886,5,0.902,5,1.309
13080087,New Brunswick,420,1,-0.926,2,-0.711,5,1.199,5,1.883
13080088,New Brunswick,385,2,-0.495,2,-0.571,5,1.378,5,0.498
13080089,New Brunswick,490,1,-0.944,1,-0.861,3,-0.123,4,0.394
13080090,New Brunswick,525,3,-0.278,1,-0.888,5,0.876,5,0.797
13080091,New Brunswick,315,3,-0.433,1,-0.866,5,0.806,5,1.045
13080092,New Brunswick,425,1,-0.83,1,-0.932,5,1.413,4,0.168
13080094,New Brunswick,250,3,-0.4,1,-0.997,5,2.569,5,0.886
13080095,New Brunswick,460,2,-0.591,2,-0.779,5,1.026,5,0.957
13080096,New Brunswick,415,2,-0.5,1,-0.96,5,0.918,5,0.969
13080097,New Brunswick,400,2,-0.524,2,-0.662,5,1.165,5,0.509
13080098,New Brunswick,575,1,-0.842,1,-0.796,3,-0.136,4,0.126
13080099,New Brunswick,590,3,-0.358,2,-0.716,5,1.531,4,0.334
13080100,New Brunswick,505,2,-0.789,1,-0.907,5,0.708,3,-0.043
13080101,New Brunswick,100,3,-0.25,2,-0.626,2,-0.773,5,3.863
13080102,New Brunswick,570,3,-0.271,1,-0.918,5,0.787,3,-0.123
13080103,New Brunswick,410,5,1.041,2,-0.679,4,0.436,5,1.444
13080104,New Brunswick,390,5,0.908,4,0.025,5,1.324,5,1.572
13080105,New Brunswick,370,4,0.397,3,-0.518,3,-0.241,2,-0.431
13080106,New Brunswick,590,3,-0.28,1,-0.829,3,-0.038,4,0.026
13080108,New Brunswick,410,2,-0.497,2,-0.692,5,1.553,5,0.6
13080109,New Brunswick,350,3,-0.388,2,-0.76,5,0.833,5,1.34
13080110,New Brunswick,500,3,-0.26,1,-0.868,5,0.704,5,0.816
13080111,New Brunswick,455,1,-1.101,2,-0.688,5,1.302,5,0.731
13080112,New Brunswick,435,2,-0.694,2,-0.7,4,0.513,5,0.941
13080114,New Brunswick,115,2,-0.563,3,-0.4,4,0.543,5,5.048
13080116,New Brunswick,645,2,-0.726,1,-0.834,3,-0.21,4,0.172
13080119,New Brunswick,390,4,0.608,1,-1.1,5,0.786,2,-0.41
13080121,New Brunswick,780,2,-0.534,2,-0.72,4,0.32,4,0.213
13080122,New Brunswick,665,2,-0.641,1,-0.954,4,0.617,3,-0.322
13080123,New Brunswick,580,2,-0.77,1,-0.852,4,0.628,2,-0.514
13080124,New Brunswick,480,2,-0.647,1,-0.935,4,0.157,3,-0.03
13080129,New Brunswick,580,4,0.317,1,-0.866,5,0.706,3,-0.099
13080130,New Brunswick,365,3,-0.386,1,-0.872,4,0.552,5,0.576
13080131,New Brunswick,770,3,-0.441,1,-0.976,1,-0.965,3,-0.317
13080132,New Brunswick,425,2,-0.53,2,-0.663,5,0.855,4,0.315
13080133,New Brunswick,420,2,-0.518,1,-0.795,5,0.723,5,0.53
13080137,New Brunswick,760,2,-0.487,1,-0.802,3,-0.112,4,0.433
13080139,New Brunswick,225,3,-0.263,1,-1.076,4,0.214,1,-0.668
13080146,New Brunswick,830,2,-0.757,2,-0.746,4,0.671,4,-0.009
13080147,New Brunswick,530,2,-0.593,1,-1.034,3,0.106,3,-0.242
13080148,New Brunswick,510,1,-0.849,1,-0.97,2,-0.43,2,-0.368
13080149,New Brunswick,410,3,-0.233,1,-0.906,3,-0.255,5,0.508
13080150,New Brunswick,845,2,-0.515,2,-0.727,4,0.598,4,0.115
13080151,New Brunswick,860,2,-0.683,2,-0.603,4,0.531,4,0.137
13080153,New Brunswick,565,3,-0.279,3,-0.528,4,0.669,5,0.901
13080154,New Brunswick,535,2,-0.663,1,-0.853,5,0.722,5,0.617
13090110,New Brunswick,465,3,-0.47,2,-0.769,5,0.823,5,1.355
13090111,New Brunswick,475,1,-1.058,2,-0.61,5,1.231,5,0.964
13090112,New Brunswick,335,3,-0.342,1,-0.8,5,2.49,5,1.199
13090113,New Brunswick,430,3,-0.204,1,-0.843,5,0.972,5,0.991
13090114,New Brunswick,785,4,0.073,3,-0.379,3,0.037,5,4.89
13090115,New Brunswick,440,3,-0.108,3,-0.423,4,0.201,5,5.699
13090117,New Brunswick,470,4,0.21,1,-0.846,5,1.27,5,0.448
13090118,New Brunswick,680,2,-0.58,2,-0.666,4,0.624,5,0.653
13090121,New Brunswick,515,3,-0.342,1,-0.965,5,1.561,4,0.443
13090122,New Brunswick,475,2,-0.66,2,-0.53,5,1.636,5,1.718
13090123,New Brunswick,335,3,-0.416,2,-0.771,5,0.763,5,1.252
13090124,New Brunswick,360,3,-0.421,3,-0.404,5,1.535,5,1.999
13090125,New Brunswick,470,2,-0.769,2,-0.736,5,1.361,3,-0.203
13090126,New Brunswick,895,2,-0.652,1,-0.94,5,1.12,3,-0.013
13090127,New Brunswick,400,3,-0.043,1,-0.943,2,-0.325,4,0.197
13090128,New Brunswick,505,3,-0.145,1,-0.968,5,0.843,2,-0.403
13090129,New Brunswick,675,3,-0.465,1,-0.871,3,-0.244,4,0.136
13090130,New Brunswick,430,4,0.479,3,-0.499,5,0.871,5,0.935
13090131,New Brunswick,435,4,0.21,2,-0.751,4,0.35,4,0.433
13090132,New Brunswick,415,4,0.639,1,-0.859,5,1.137,4,0.385
13090133,New Brunswick,390,4,0.508,1,-0.862,3,0.028,4,0.307
13090134,New Brunswick,345,5,0.895,4,0.005,2,-0.544,3,-0.017
13090135,New Brunswick,565,4,0.673,1,-0.983,4,0.44,4,0.082
13090136,New Brunswick,645,4,0.273,2,-0.614,5,3.164,4,0.317
13090137,New Brunswick,525,5,0.919,1,-0.879,5,1.452,4,0.159
13090138,New Brunswick,375,1,-0.934,1,-0.883,4,0.503,2,-0.416
13090139,New Brunswick,445,5,1.254,1,-0.92,5,0.687,2,-0.621
13090140,New Brunswick,660,3,-0.173,1,-0.902,2,-0.345,3,-0.15
13090141,New Brunswick,615,3,-0.451,1,-0.969,2,-0.738,2,-0.558
13090142,New Brunswick,475,1,-1.185,1,-0.878,3,-0.264,1,-0.718
13090143,New Brunswick,415,2,-0.542,1,-0.909,5,1.293,4,0.229
13090144,New Brunswick,485,3,-0.228,1,-0.882,3,-0.022,4,0.178
13090145,New Brunswick,310,3,-0.219,2,-0.771,3,-0.219,4,0.022
13090146,New Brunswick,760,4,0.257,1,-0.833,4,0.27,4,0.318
13090147,New Brunswick,385,3,-0.038,1,-0.941,4,0.559,5,0.671
13090148,New Brunswick,360,4,0.073,1,-0.872,3,0.111,4,0.439
13090149,New Brunswick,485,4,0.011,3,-0.488,3,-0.24,3,-0.27
13090150,New Brunswick,285,3,-0.133,1,-0.879,3,-0.005,4,0.263
13090151,New Brunswick,445,4,0.772,2,-0.781,5,2.079,4,0.341
13090152,New Brunswick,395,5,1.752,4,0.349,2,-0.405,5,0.8
13090153,New Brunswick,430,4,0.485,1,-0.97,4,0.405,4,0.226
13090154,New Brunswick,475,5,2.003,3,-0.358,5,0.706,5,0.614
13090155,New Brunswick,400,4,0.411,1,-0.865,5,2.046,4,0.169
13090156,New Brunswick,445,3,-0.039,1,-0.86,5,1.061,3,-0.301
13090157,New Brunswick,430,2,-0.692,2,-0.755,4,0.246,4,0.433
13090158,New Brunswick,370,2,-0.796,1,-0.869,5,0.711,4,0.033
13090159,New Brunswick,605,3,-0.077,2,-0.727,4,0.318,3,-0.021
13090160,New Brunswick,410,2,-0.686,1,-0.976,2,-0.543,4,0.191
13090161,New Brunswick,430,2,-0.776,1,-0.918,3,-0.147,3,-0.312
13090163,New Brunswick,345,3,-0.39,1,-1.006,5,1.898,3,-0.3
13090164,New Brunswick,420,3,-0.263,2,-0.687,5,0.842,4,0.443
13090165,New Brunswick,375,2,-0.636,1,-0.806,5,1.888,4,0.347
13090166,New Brunswick,420,2,-0.551,1,-1.024,4,0.644,4,0.304
13090167,New Brunswick,485,3,-0.24,1,-0.863,3,-0.076,4,0.013
13090168,New Brunswick,385,2,-0.641,2,-0.706,5,0.993,4,0.375
13090169,New Brunswick,375,3,-0.303,1,-0.921,4,0.451,3,-0.19
13090189,New Brunswick,365,4,0.749,1,-1.018,2,-0.531,5,4.215
13090190,New Brunswick,440,2,-0.731,1,-0.975,5,0.886,3,-0.074
13090191,New Brunswick,710,2,-0.607,2,-0.742,3,-0.264,3,-0.154
13090192,New Brunswick,320,2,-0.501,1,-0.809,5,1.033,4,0.401
13090193,New Brunswick,360,4,0.051,1,-0.845,5,0.729,5,1.054
13090195,New Brunswick,365,3,-0.458,2,-0.716,5,0.736,5,1.151
13090196,New Brunswick,680,2,-0.696,2,-0.566,5,0.915,5,1.379
13090197,New Brunswick,545,4,0.077,2,-0.649,3,0.002,5,4
13090198,New Brunswick,365,2,-0.803,1,-0.865,2,-0.598,2,-0.428
13090199,New Brunswick,545,3,-0.434,1,-0.93,3,-0.247,3,-0.219
13090200,New Brunswick,515,3,-0.093,1,-1.003,4,0.337,3,-0.194
13090201,New Brunswick,490,1,-0.965,1,-0.884,5,1.55,5,0.642
13090202,New Brunswick,305,1,-0.856,2,-0.784,5,2.305,5,0.97
13090203,New Brunswick,365,3,-0.314,2,-0.56,5,0.97,5,0.987
13090204,New Brunswick,415,2,-0.573,1,-0.852,5,1.423,5,0.793
